car_id,data_compra,nome_cliente,genero,renda_anual,concessionaria,empresa,modelo,motor,transmissao,cor,preco,numero_concessionaria,estilo_carro,telefone,regiao_concessionaria,faixa_renda,faixa_preco
C_CND_018010,2023-09-08,Zainab,M,13500.0,Saab-Belle Dodge,Toyota,Camry,Double Overhead Camshaft,Auto,RED,31000.0,60504-7114,Hatchback,8735742,SCOTTSDALE,Baixa,Médio
C_CND_018011,2023-09-08,Zara,M,13500.0,Scrivener Performance Engineering,Mercury,Sable,Overhead Camshaft,Manual,RED,61000.0,38701-8047,Sedan,7526384,AUSTIN,Baixa,Premium
C_CND_018012,2023-09-08,Zoe,M,2100000.0,Star Enterprises Inc,Lincoln,Town car,Double Overhead Camshaft,Auto,BLACK,26000.0,99301-3882,Hatchback,6968083,MIDDLETOWN,Premium,Médio
C_CND_018013,2023-09-08,Zoey,M,1700000.0,Suburban Ford,Chevrolet,Corvette,Overhead Camshaft,Manual,BLACK,26000.0,53546-9427,SUV,6311251,AURORA,Premium,Médio
C_CND_018014,2023-09-08,Zoya,M,2500000.0,Tri-State Mack Inc,Chrysler,LHS,Double Overhead Camshaft,Auto,PALE WHITE,21000.0,85257-3102,Hatchback,7865050,GREENVILLE,Premium,Médio
C_CND_018015,2023-09-08,Aaliyah,M,1910000.0,U-Haul CO,Mercedes-B,S-Class,Double Overhead Camshaft,Auto,BLACK,39000.0,78758-7841,SUV,7154581,PASCO,Premium,Médio
C_CND_018016,2023-09-08,Inaya,M,1060000.0,Chrysler Plymouth,Volkswagen,Golf,Double Overhead Camshaft,Auto,PALE WHITE,18000.0,53546-9427,SUV,6497031,JANESVILLE,Alta,Baixo
C_CND_018017,2023-09-08,Abrielle,M,13500.0,Rabun Used Car Sales,Chrysler,300M,Double Overhead Camshaft,Auto,RED,16000.0,85257-3102,SUV,6535901,SCOTTSDALE,Baixa,Baixo
C_CND_018018,2023-09-08,Adrianna,M,2200000.0,Race Car Help,Mercedes-B,SLK230,Overhead Camshaft,Manual,RED,71000.0,78758-7841,Hatchback,8604480,AUSTIN,Premium,Premium
C_CND_018019,2023-09-08,Aicha,M,736000.0,Ryder Truck Rental and Leasing,Lexus,LX470,Overhead Camshaft,Manual,PALE WHITE,54000.0,06457-3834,SUV,8271713,MIDDLETOWN,Alta,Alto
C_CND_018020,2023-09-08,Aisha,F,13500.0,Saab-Belle Dodge,Ford,Crown Victoria,Double Overhead Camshaft,Auto,RED,29000.0,60504-7114,Passenger,8258169,AURORA,Baixa,Médio
C_CND_018021,2023-09-08,Aissata,M,13500.0,Scrivener Performance Engineering,Oldsmobile,Aurora,Double Overhead Camshaft,Auto,RED,24000.0,38701-8047,Passenger,8071339,GREENVILLE,Baixa,Médio
C_CND_018022,2023-09-08,Aissatou,M,13500.0,Star Enterprises Inc,Plymouth,Voyager,Double Overhead Camshaft,Auto,PALE WHITE,22000.0,99301-3882,Passenger,7487615,PASCO,Baixa,Médio
C_CND_018023,2023-09-08,Irene,M,1405000.0,Classic Chevy,Mercedes-B,SL-Class,Overhead Camshaft,Manual,RED,17500.0,85257-3102,SUV,6719898,AUSTIN,Premium,Baixo
C_CND_018024,2023-09-08,Ivy,M,725000.0,Hatfield Volkswagen,Toyota,Tacoma,Overhead Camshaft,Manual,RED,82000.0,99301-3882,SUV,8176553,PASCO,Média,Premium
C_CND_018025,2023-09-08,Alexis,M,2860000.0,U-Haul CO,Honda,Odyssey,Overhead Camshaft,Manual,PALE WHITE,54000.0,78758-7841,Passenger,8649974,AUSTIN,Premium,Alto
C_CND_018026,2023-09-08,Aliyah,F,1453000.0,Buddy Storbeck's Diesel Service Inc,Chrysler,LHS,Double Overhead Camshaft,Auto,BLACK,26300.0,06457-3834,Hatchback,7982362,MIDDLETOWN,Premium,Médio
C_CND_018027,2023-09-08,Alyssa,M,13500.0,C & M Motors Inc,Chevrolet,Lumina,Overhead Camshaft,Manual,BLACK,42000.0,60504-7114,Passenger,7526939,AURORA,Baixa,Alto
C_CND_018028,2023-09-08,Amani,M,1530000.0,Capitol KIA,Honda,Civic,Overhead Camshaft,Manual,BLACK,43000.0,38701-8047,Hatchback,6771393,GREENVILLE,Premium,Alto
C_CND_018029,2023-09-08,Jenny,M,444000.0,New Castle Ford Lincoln Mercury,Ford,Ranger,Overhead Camshaft,Manual,BLACK,25000.0,60504-7114,SUV,7821328,AURORA,Média,Médio
C_CND_018030,2023-09-08,Amber,M,1812500.0,Chrysler Plymouth,Acura,TL,Double Overhead Camshaft,Auto,BLACK,28250.0,53546-9427,Hatchback,8243576,JANESVILLE,Premium,Médio
C_CND_018031,2023-09-09,Aurelie,M,1370000.0,Suburban Ford,Volvo,C70,Double Overhead Camshaft,Auto,BLACK,18001.0,53546-9427,Hatchback,6123259,JANESVILLE,Premium,Baixo
C_CND_018032,2023-09-09,Arnaud,M,1610000.0,Tri-State Mack Inc,Audi,A6,Overhead Camshaft,Manual,BLACK,85001.0,85257-3102,SUV,7271826,SCOTTSDALE,Premium,Premium
C_CND_018033,2023-09-09,Julien,M,880000.0,U-Haul CO,Dodge,Dakota,Overhead Camshaft,Manual,RED,12001.0,78758-7841,Sedan,8319009,AUSTIN,Alta,Baixo
C_CND_018034,2023-09-09,Skylar,M,1415000.0,Enterprise Rent A Car,Lexus,ES300,Double Overhead Camshaft,Auto,PALE WHITE,27500.0,60504-7114,SUV,6767909,JANESVILLE,Premium,Médio
C_CND_018035,2023-09-09,Taylor,M,13500.0,New Castle Ford Lincoln Mercury,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,BLACK,42000.0,60504-7114,SUV,7869058,JANESVILLE,Baixa,Alto
C_CND_018036,2023-09-09,Andy,M,13500.0,Tri-State Mack Inc,Porsche,Carrera Cabrio,Double Overhead Camshaft,Auto,PALE WHITE,18000.0,85257-3102,Passenger,8859768,SCOTTSDALE,Baixa,Baixo
C_CND_018037,2023-09-09,David,M,690000.0,Rabun Used Car Sales,Mitsubishi,Mirage,Double Overhead Camshaft,Auto,BLACK,9000.0,85257-3102,SUV,6971492,SCOTTSDALE,Média,Baixo
C_CND_018038,2023-09-09,Derek,F,820000.0,Race Car Help,Jaguar,S-Type,Overhead Camshaft,Manual,RED,21000.0,78758-7841,Passenger,6444004,AUSTIN,Alta,Médio
C_CND_018039,2023-09-09,Devin,M,682000.0,Ryder Truck Rental and Leasing,Porsche,Carrera Cabrio,Double Overhead Camshaft,Auto,PALE WHITE,32000.0,06457-3834,Passenger,7664505,MIDDLETOWN,Média,Médio
C_CND_018040,2023-09-09,Tristan,M,13500.0,Saab-Belle Dodge,Mercedes-B,C-Class,Overhead Camshaft,Manual,PALE WHITE,12000.0,60504-7114,Hatchback,6758989,AURORA,Baixa,Baixo
C_CND_018041,2023-09-09,Troy,M,990000.0,Scrivener Performance Engineering,Mercedes-B,SLK,Overhead Camshaft,Manual,PALE WHITE,17001.0,38701-8047,Passenger,7675148,GREENVILLE,Alta,Baixo
C_CND_018042,2023-09-09,Perry,M,895000.0,Star Enterprises Inc,Chevrolet,Prizm,Overhead Camshaft,Manual,BLACK,16000.0,99301-3882,SUV,8829680,PASCO,Alta,Baixo
C_CND_018043,2023-09-09,Amelia,M,760000.0,Classic Chevy,Ford,Crown Victoria,Overhead Camshaft,Manual,PALE WHITE,20000.0,85257-3102,Passenger,6882548,SCOTTSDALE,Alta,Baixo
C_CND_018044,2023-09-09,Amina,F,711000.0,Clay Johnson Auto Sales,Lexus,LS400,Double Overhead Camshaft,Auto,BLACK,22000.0,78758-7841,Sedan,6551406,AUSTIN,Média,Médio
C_CND_018045,2023-09-09,Aminata,M,1300000.0,Diehl Motor CO Inc,Ford,F-Series,Overhead Camshaft,Manual,PALE WHITE,14001.0,06457-3834,Passenger,8146315,MIDDLETOWN,Premium,Baixo
C_CND_018046,2023-09-10,Gabrielle,F,674000.0,Progressive Shippers Cooperative Association No,Lexus,LX470,Double Overhead Camshaft,Auto,PALE WHITE,15001.0,53546-9427,SUV,8281784,JANESVILLE,Média,Baixo
C_CND_018047,2023-09-10,Mailys,M,566000.0,Rabun Used Car Sales,Mercedes-B,S-Class,Double Overhead Camshaft,Auto,BLACK,39001.0,85257-3102,SUV,7546376,SCOTTSDALE,Média,Médio
C_CND_018048,2023-09-10,Oceane,M,650000.0,Race Car Help,Lexus,LS400,Double Overhead Camshaft,Auto,BLACK,39001.0,78758-7841,Sedan,6931619,AUSTIN,Média,Médio
C_CND_018049,2023-09-10,Soraya,M,710000.0,Motor Vehicle Branch Office,Honda,Passport,Overhead Camshaft,Manual,PALE WHITE,27000.0,78758-7841,SUV,7339197,AUSTIN,Média,Médio
C_CND_018050,2023-09-10,Laura,M,435000.0,Saab-Belle Dodge,Dodge,Viper,Double Overhead Camshaft,Auto,RED,41001.0,60504-7114,SUV,6991720,AURORA,Média,Alto
C_CND_018051,2023-09-10,Eva,M,530000.0,Scrivener Performance Engineering,Volkswagen,Jetta,Double Overhead Camshaft,Auto,BLACK,22001.0,38701-8047,Passenger,7588306,GREENVILLE,Média,Médio
C_CND_018052,2023-09-10,Thomas,M,475000.0,Star Enterprises Inc,Volkswagen,Jetta,Double Overhead Camshaft,Auto,PALE WHITE,38001.0,99301-3882,Passenger,7025928,PASCO,Média,Médio
C_CND_018053,2023-09-10,Maeva,M,1000000.0,Suburban Ford,Hyundai,Sonata,Overhead Camshaft,Manual,BLACK,20001.0,53546-9427,SUV,6300698,JANESVILLE,Alta,Médio
C_CND_018054,2023-09-10,Elodie,M,761000.0,Tri-State Mack Inc,Dodge,Durango,Double Overhead Camshaft,Auto,BLACK,19001.0,85257-3102,SUV,7908985,SCOTTSDALE,Alta,Baixo
C_CND_018055,2023-09-10,Jasmine,M,1050000.0,U-Haul CO,Dodge,Durango,Overhead Camshaft,Manual,PALE WHITE,27001.0,78758-7841,SUV,7524277,AUSTIN,Alta,Médio
C_CND_018056,2023-09-10,Lucie,M,786000.0,Buddy Storbeck's Diesel Service Inc,Subaru,Outback,Overhead Camshaft,Manual,RED,49001.0,06457-3834,SUV,8200058,MIDDLETOWN,Alta,Alto
C_CND_018057,2023-09-10,Anson,M,13500.0,U-Haul CO,Volkswagen,Jetta,Double Overhead Camshaft,Auto,RED,22000.0,78758-7841,Passenger,7862987,AUSTIN,Baixa,Médio
C_CND_018058,2023-09-10,Anthony,M,13500.0,Progressive Shippers Cooperative Association No,Dodge,Viper,Double Overhead Camshaft,Auto,RED,31000.0,53546-9427,SUV,6688900,JANESVILLE,Baixa,Médio
C_CND_018059,2023-09-10,Arjun,M,796000.0,Rabun Used Car Sales,Buick,Regal,Double Overhead Camshaft,Auto,BLACK,19000.0,85257-3102,Passenger,6922558,SCOTTSDALE,Alta,Baixo
C_CND_018060,2023-09-10,Aryan,F,666300.0,Race Car Help,Chrysler,LHS,Overhead Camshaft,Manual,PALE WHITE,41301.0,78758-7841,Hatchback,6143442,AUSTIN,Média,Alto
C_CND_018061,2023-09-10,Asher,M,1217500.0,Ryder Truck Rental and Leasing,Acura,TL,Double Overhead Camshaft,Auto,RED,29751.0,06457-3834,Hatchback,6370935,MIDDLETOWN,Premium,Médio
C_CND_018062,2023-09-10,Austin,M,13500.0,Saab-Belle Dodge,Nissan,Altima,Double Overhead Camshaft,Auto,PALE WHITE,20001.0,60504-7114,Hatchback,8892727,AURORA,Baixa,Médio
C_CND_018063,2023-09-10,Avery,F,610000.0,Scrivener Performance Engineering,Cadillac,DeVille,Double Overhead Camshaft,Auto,RED,22001.0,38701-8047,SUV,6363391,GREENVILLE,Média,Médio
C_CND_018064,2023-09-10,Ayaan,M,1055000.0,Star Enterprises Inc,Dodge,Stratus,Double Overhead Camshaft,Auto,RED,31500.0,99301-3882,Hatchback,8190767,PASCO,Alta,Médio
C_CND_018065,2023-09-10,Ayan,M,620000.0,Suburban Ford,Dodge,Intrepid,Double Overhead Camshaft,Auto,RED,31000.0,53546-9427,Sedan,7863310,JANESVILLE,Média,Médio
C_CND_018066,2023-09-10,Ayden,M,660000.0,Tri-State Mack Inc,Buick,Park Avenue,Double Overhead Camshaft,Auto,BLACK,61000.0,85257-3102,Hatchback,7974184,SCOTTSDALE,Média,Premium
C_CND_018067,2023-09-10,Benjamin,M,681000.0,U-Haul CO,Dodge,Viper,Overhead Camshaft,Manual,BLACK,26000.0,78758-7841,SUV,6482274,AUSTIN,Média,Médio
C_CND_018068,2023-09-10,Dylan,M,657000.0,Saab-Belle Dodge,Honda,Accord,Overhead Camshaft,Manual,RED,14000.0,60504-7114,Sedan,8398443,AURORA,Média,Baixo
C_CND_018069,2023-09-10,Eason,M,13500.0,Scrivener Performance Engineering,Ford,Taurus,Overhead Camshaft,Manual,BLACK,43000.0,38701-8047,SUV,6102845,GREENVILLE,Baixa,Alto
C_CND_018070,2023-09-10,Eden,F,13500.0,Star Enterprises Inc,Ford,Mustang,Overhead Camshaft,Manual,BLACK,22000.0,99301-3882,Hatchback,7837374,PASCO,Baixa,Médio
C_CND_018071,2023-09-10,Edison,M,630000.0,Suburban Ford,Nissan,Frontier,Overhead Camshaft,Manual,PALE WHITE,20000.0,53546-9427,Hatchback,6376979,JANESVILLE,Média,Baixo
C_CND_018072,2023-09-10,Edward,M,880000.0,Tri-State Mack Inc,Toyota,Avalon,Double Overhead Camshaft,Auto,PALE WHITE,18000.0,85257-3102,Sedan,7026453,SCOTTSDALE,Alta,Baixo
C_CND_018073,2023-09-10,Lyla,M,479000.0,Star Enterprises Inc,Chevrolet,Malibu,Overhead Camshaft,Manual,PALE WHITE,57000.0,99301-3882,SUV,8971952,PASCO,Média,Alto
C_CND_018074,2023-09-10,Eli,M,650000.0,Buddy Storbeck's Diesel Service Inc,Chevrolet,Metro,Double Overhead Camshaft,Auto,BLACK,31000.0,06457-3834,Passenger,7606805,MIDDLETOWN,Média,Médio
C_CND_018075,2023-09-10,Elijah,M,855000.0,C & M Motors Inc,BMW,328i,Double Overhead Camshaft,Auto,BLACK,18000.0,60504-7114,Sedan,7157907,AURORA,Alta,Baixo
C_CND_018076,2023-09-10,Elvis,M,13500.0,Capitol KIA,Oldsmobile,Aurora,Overhead Camshaft,Manual,RED,34000.0,38701-8047,Passenger,7921189,GREENVILLE,Baixa,Médio
C_CND_018077,2023-09-10,Emmanuel,M,613000.0,Chrysler of Tri-Cities,Volvo,S40,Overhead Camshaft,Manual,BLACK,36000.0,99301-3882,Sedan,8279592,PASCO,Média,Médio
C_CND_018078,2023-09-10,Eric,M,640000.0,Chrysler Plymouth,Dodge,Ram Van,Double Overhead Camshaft,Auto,PALE WHITE,18000.0,53546-9427,Hatchback,6017341,JANESVILLE,Média,Baixo
C_CND_018079,2023-09-10,Victor,M,13500.0,Suburban Ford,Lincoln,Town car,Overhead Camshaft,Manual,BLACK,17000.0,53546-9427,Hatchback,6933225,JANESVILLE,Baixa,Baixo
C_CND_018080,2023-09-10,Pessy,F,671000.0,Suburban Ford,Chrysler,Concorde,Double Overhead Camshaft,Auto,PALE WHITE,42000.0,53546-9427,SUV,8058693,JANESVILLE,Média,Alto
C_CND_018081,2023-09-10,Xavier,M,450000.0,U-Haul CO,Audi,A6,Overhead Camshaft,Manual,BLACK,15000.0,78758-7841,SUV,7946753,AUSTIN,Média,Baixo
C_CND_018082,2023-09-10,Zachary,M,1470000.0,Progressive Shippers Cooperative Association No,Acura,TL,Double Overhead Camshaft,Auto,BLACK,28000.0,53546-9427,Hatchback,6013070,JANESVILLE,Premium,Médio
C_CND_018083,2023-09-10,Phoebe,F,800000.0,U-Haul CO,Chevrolet,Malibu,Double Overhead Camshaft,Auto,BLACK,16000.0,78758-7841,SUV,8660550,AUSTIN,Alta,Baixo
C_CND_018084,2023-09-10,Zion,M,1300000.0,Progressive Shippers Cooperative Association No,Ford,Mustang,Overhead Camshaft,Manual,RED,43000.0,53546-9427,Hatchback,7314758,JANESVILLE,Premium,Alto
C_CND_018085,2023-09-10,Zyaire,M,13500.0,Rabun Used Car Sales,Toyota,Land Cruiser,Double Overhead Camshaft,Auto,RED,12000.0,85257-3102,SUV,8822257,SCOTTSDALE,Baixa,Baixo
C_CND_018086,2023-09-10,Quinn,M,597500.0,Capitol KIA,Chevrolet,Malibu,Double Overhead Camshaft,Auto,PALE WHITE,25500.0,38701-8047,SUV,7808081,GREENVILLE,Média,Médio
C_CND_018087,2023-09-10,Rebecca,F,500000.0,Clay Johnson Auto Sales,Dodge,Ram Pickup,Double Overhead Camshaft,Auto,PALE WHITE,45000.0,78758-7841,SUV,8909937,AUSTIN,Média,Alto
C_CND_018088,2023-09-10,Rena,F,510000.0,Gartner Buick Hyundai Saab,Chevrolet,Prizm,Double Overhead Camshaft,Auto,RED,15000.0,38701-8047,SUV,6785341,GREENVILLE,Média,Baixo
C_CND_018089,2023-09-10,Abraham,M,13500.0,Scrivener Performance Engineering,Mitsubishi,Diamante,Overhead Camshaft,Manual,BLACK,49000.0,38701-8047,Hatchback,8728766,GREENVILLE,Baixa,Alto
C_CND_018090,2023-09-10,Amira,M,1864000.0,Enterprise Rent A Car,Chevrolet,Camaro,Double Overhead Camshaft,Auto,BLACK,41401.0,60504-7114,Sedan,7669644,AURORA,Premium,Alto
C_CND_018091,2023-09-10,Joanna,M,710000.0,Progressive Shippers Cooperative Association No,Mitsubishi,Eclipse,Double Overhead Camshaft,Auto,BLACK,27000.0,53546-9427,SUV,7648530,JANESVILLE,Média,Médio
C_CND_018092,2023-09-10,Joy,M,565500.0,Race Car Help,Subaru,Forester,Double Overhead Camshaft,Auto,BLACK,22500.0,78758-7841,SUV,8925624,AUSTIN,Média,Médio
C_CND_018093,2023-09-10,Anaya,F,13500.0,Iceberg Rentals,Cadillac,Catera,Double Overhead Camshaft,Auto,PALE WHITE,75001.0,53546-9427,Hatchback,7117360,SCOTTSDALE,Baixa,Premium
C_CND_018094,2023-09-10,Julia,F,13500.0,Saab-Belle Dodge,Subaru,Forester,Double Overhead Camshaft,Auto,BLACK,22000.0,60504-7114,SUV,6681505,AURORA,Baixa,Médio
C_CND_018095,2023-09-10,Angelina,M,680000.0,Motor Vehicle Branch Office,Dodge,Viper,Double Overhead Camshaft,Auto,RED,41001.0,78758-7841,SUV,6003142,JANESVILLE,Média,Alto
C_CND_018096,2023-09-10,Karina,M,670000.0,Star Enterprises Inc,Chevrolet,Malibu,Overhead Camshaft,Manual,RED,24000.0,99301-3882,SUV,7550505,PASCO,Média,Médio
C_CND_018097,2023-09-10,Kate,M,821000.0,Suburban Ford,Buick,Century,Double Overhead Camshaft,Auto,PALE WHITE,17000.0,53546-9427,SUV,8422364,JANESVILLE,Alta,Baixo
C_CND_018098,2023-09-10,Aria,M,13500.0,Pars Auto Sales,Cadillac,Escalade,Double Overhead Camshaft,Auto,PALE WHITE,38001.0,38701-8047,Sedan,7449233,MIDDLETOWN,Baixa,Médio
C_CND_018099,2023-09-10,Ariana,M,880000.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Chrysler,300M,Double Overhead Camshaft,Auto,RED,16001.0,99301-3882,SUV,6389127,AURORA,Alta,Baixo
C_CND_018100,2023-09-10,Arianna,M,13500.0,Progressive Shippers Cooperative Association No,Oldsmobile,Aurora,Overhead Camshaft,Manual,RED,71001.0,53546-9427,Passenger,8415437,GREENVILLE,Baixa,Premium
C_CND_018101,2023-09-11,Marie,M,693000.0,C & M Motors Inc,Acura,Integra,Double Overhead Camshaft,Auto,BLACK,45001.0,60504-7114,Passenger,6370945,AURORA,Média,Alto
C_CND_018102,2023-09-11,Lucas,M,710000.0,Capitol KIA,Jaguar,S-Type,Overhead Camshaft,Manual,PALE WHITE,20001.0,38701-8047,Passenger,7610390,GREENVILLE,Média,Médio
C_CND_018103,2023-09-11,Julie,M,770000.0,Chrysler of Tri-Cities,Honda,Accord,Double Overhead Camshaft,Auto,PALE WHITE,19001.0,99301-3882,Sedan,6782666,PASCO,Alta,Baixo
C_CND_018104,2023-09-11,Marie,M,765000.0,Chrysler Plymouth,Volvo,S40,Overhead Camshaft,Manual,BLACK,36001.0,53546-9427,Sedan,7341330,JANESVILLE,Alta,Médio
C_CND_018105,2023-09-11,Summer,M,630000.0,Nebo Chevrolet,Ford,Focus,Overhead Camshaft,Manual,BLACK,49000.0,06457-3834,SUV,6299465,MIDDLETOWN,Média,Alto
C_CND_018106,2023-09-11,Imani,M,1155000.0,Pars Auto Sales,Toyota,Tacoma,Double Overhead Camshaft,Auto,PALE WHITE,53500.0,38701-8047,SUV,8115979,GREENVILLE,Alta,Alto
C_CND_018107,2023-09-11,Emilie,M,2325000.0,Diehl Motor CO Inc,Toyota,Sienna,Overhead Camshaft,Manual,BLACK,27501.0,06457-3834,Passenger,8904420,MIDDLETOWN,Premium,Médio
C_CND_018108,2023-09-11,Iris,M,853000.0,Rabun Used Car Sales,Volkswagen,Golf,Double Overhead Camshaft,Auto,RED,35000.0,85257-3102,SUV,7452377,SCOTTSDALE,Alta,Médio
C_CND_018109,2023-09-11,Marilyn,M,745000.0,Tri-State Mack Inc,Chevrolet,Prizm,Double Overhead Camshaft,Auto,RED,15000.0,85257-3102,SUV,7464299,SCOTTSDALE,Alta,Baixo
C_CND_018110,2023-09-11,Lisa,F,645000.0,Hatfield Volkswagen,Ford,Escort,Double Overhead Camshaft,Auto,RED,15001.0,99301-3882,Passenger,7921128,PASCO,Média,Baixo
C_CND_018111,2023-09-11,Gabriel,F,13500.0,Iceberg Rentals,Mercedes-B,SLK230,Overhead Camshaft,Manual,RED,71001.0,53546-9427,Hatchback,8730353,JANESVILLE,Baixa,Premium
C_CND_018112,2023-09-11,Gwendoline,M,3340000.0,McKinney Dodge Chrysler Jeep,Volkswagen,Cabrio,Double Overhead Camshaft,Auto,PALE WHITE,17001.0,85257-3102,Sedan,7841815,SCOTTSDALE,Premium,Baixo
C_CND_018113,2023-09-11,Adriana,M,2376000.0,Rabun Used Car Sales,Audi,A4,Overhead Camshaft,Manual,PALE WHITE,12601.0,85257-3102,SUV,6272505,SCOTTSDALE,Premium,Baixo
C_CND_018114,2023-09-11,Adrianna,F,2505000.0,Race Car Help,Chrysler,Concorde,Double Overhead Camshaft,Auto,PALE WHITE,46501.0,78758-7841,SUV,7454529,AUSTIN,Premium,Alto
C_CND_018115,2023-09-11,Daniella,M,1650000.0,Progressive Shippers Cooperative Association No,Dodge,Caravan,Double Overhead Camshaft,Auto,PALE WHITE,38000.0,53546-9427,SUV,6209300,JANESVILLE,Premium,Médio
C_CND_018116,2023-09-11,Lena,M,500000.0,Progressive Shippers Cooperative Association No,Chevrolet,Prizm,Overhead Camshaft,Manual,BLACK,16001.0,53546-9427,SUV,6019819,JANESVILLE,Média,Baixo
C_CND_018117,2023-09-11,Pablo,M,3650000.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Metro,Overhead Camshaft,Manual,PALE WHITE,13001.0,99301-3882,Passenger,6015467,PASCO,Premium,Baixo
C_CND_018118,2023-09-11,Benson,M,345000.0,Buddy Storbeck's Diesel Service Inc,BMW,328i,Double Overhead Camshaft,Auto,BLACK,18000.0,06457-3834,Sedan,8416333,MIDDLETOWN,Baixa,Baixo
C_CND_018119,2023-09-11,Bowen,F,705000.0,C & M Motors Inc,Oldsmobile,Bravada,Double Overhead Camshaft,Auto,RED,19000.0,60504-7114,Hatchback,8332870,AURORA,Média,Baixo
C_CND_018120,2023-09-11,Brandon,M,950000.0,Capitol KIA,Nissan,Maxima,Overhead Camshaft,Manual,PALE WHITE,22000.0,38701-8047,Sedan,8817292,GREENVILLE,Alta,Médio
C_CND_018121,2023-09-11,Tori,M,13500.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Ford,Ranger,Double Overhead Camshaft,Auto,BLACK,61000.0,99301-3882,SUV,6630085,AUSTIN,Baixa,Premium
C_CND_018122,2023-09-11,Trinity,F,13500.0,Progressive Shippers Cooperative Association No,Dodge,Ram Pickup,Double Overhead Camshaft,Auto,PALE WHITE,45000.0,53546-9427,SUV,8702386,MIDDLETOWN,Baixa,Alto
C_CND_018123,2023-09-11,Brian,M,13500.0,Classic Chevy,Chrysler,300M,Double Overhead Camshaft,Auto,RED,16000.0,85257-3102,SUV,8570609,SCOTTSDALE,Baixa,Baixo
C_CND_018124,2023-09-11,Bryan,M,760000.0,Clay Johnson Auto Sales,Volvo,C70,Double Overhead Camshaft,Auto,BLACK,49000.0,78758-7841,Hatchback,7962066,AUSTIN,Alta,Alto
C_CND_018125,2023-09-11,Victoria,M,735000.0,Race Car Help,Subaru,Forester,Double Overhead Camshaft,Auto,BLACK,22000.0,78758-7841,SUV,6452932,GREENVILLE,Alta,Médio
C_CND_018126,2023-09-11,Calvin,M,13500.0,Enterprise Rent A Car,Cadillac,Eldorado,Double Overhead Camshaft,Auto,RED,31000.0,60504-7114,Passenger,6640342,AURORA,Baixa,Médio
C_CND_018127,2023-09-11,Carson,M,1005000.0,Gartner Buick Hyundai Saab,Saturn,LW,Overhead Camshaft,Manual,RED,49500.0,38701-8047,Hatchback,7543362,GREENVILLE,Alta,Alto
C_CND_018128,2023-09-11,Carter,M,600000.0,Hatfield Volkswagen,Hyundai,Sonata,Overhead Camshaft,Manual,BLACK,15000.0,99301-3882,SUV,8110812,PASCO,Média,Baixo
C_CND_018129,2023-09-11,Charles,M,381000.0,Iceberg Rentals,Mercury,Sable,Double Overhead Camshaft,Auto,PALE WHITE,26000.0,53546-9427,Sedan,8751371,JANESVILLE,Baixa,Médio
C_CND_018130,2023-09-11,Chris,F,876000.0,McKinney Dodge Chrysler Jeep,Nissan,Maxima,Overhead Camshaft,Manual,RED,29000.0,85257-3102,Sedan,8119072,SCOTTSDALE,Alta,Médio
C_CND_018131,2023-09-11,Christian,M,1150000.0,Motor Vehicle Branch Office,Volkswagen,Jetta,Double Overhead Camshaft,Auto,RED,16000.0,78758-7841,Passenger,6218123,AUSTIN,Alta,Baixo
C_CND_018132,2023-09-11,Christopher,M,13500.0,Nebo Chevrolet,Pontiac,Bonneville,Double Overhead Camshaft,Auto,RED,19000.0,06457-3834,Hatchback,7705184,MIDDLETOWN,Baixa,Baixo
C_CND_018133,2023-09-11,Colin,M,1020000.0,New Castle Ford Lincoln Mercury,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,BLACK,44000.0,60504-7114,Hatchback,6079129,AURORA,Alta,Alto
C_CND_018134,2023-09-11,Connor,M,1250000.0,Pars Auto Sales,Oldsmobile,Aurora,Overhead Camshaft,Manual,RED,71000.0,38701-8047,Passenger,7228075,GREENVILLE,Premium,Premium
C_CND_018135,2023-09-11,Ethan,M,442000.0,Classic Chevy,Oldsmobile,Intrigue,Double Overhead Camshaft,Auto,RED,35000.0,85257-3102,SUV,6137576,SCOTTSDALE,Média,Médio
C_CND_018136,2023-09-11,Evan,M,810000.0,Clay Johnson Auto Sales,Dodge,Dakota,Double Overhead Camshaft,Auto,PALE WHITE,21000.0,78758-7841,Sedan,8904212,AUSTIN,Alta,Médio
C_CND_018137,2023-09-11,Felix,M,950000.0,Diehl Motor CO Inc,Chevrolet,Monte Carlo,Double Overhead Camshaft,Auto,RED,21000.0,06457-3834,Hatchback,6340943,MIDDLETOWN,Alta,Médio
C_CND_018138,2023-09-11,Madeleine,M,479000.0,Tri-State Mack Inc,Nissan,Pathfinder,Double Overhead Camshaft,Auto,RED,31000.0,85257-3102,SUV,6124767,SCOTTSDALE,Média,Médio
C_CND_018139,2023-09-11,Gabriel,M,13500.0,Gartner Buick Hyundai Saab,BMW,528i,Overhead Camshaft,Manual,BLACK,21000.0,38701-8047,SUV,8644750,GREENVILLE,Baixa,Médio
C_CND_018140,2023-09-11,Mae,M,1130000.0,Capitol KIA,Lexus,ES300,Double Overhead Camshaft,Auto,PALE WHITE,27000.0,38701-8047,SUV,8245645,GREENVILLE,Alta,Médio
